ID da Venda,Data da Venda,Produto,Categoria,Preço Unitário,Quantidade Vendida,Desconto,Valor Total,Localização,Forma de Pagamento,id_registro,flag_quantidade_invalida,Valor_Total_Corrigido
4746,2024-06-19 13:50:12.000000000,Livro F,Livros,123.97,4,0.19,401.66,Curitiba,Boleto,3736,False,401.6628
4745,2024-06-19 15:29:04.000000000,Fone C,Eletrônicos,1626.54,3,0.08,4489.25,Recife,Pix,3737,False,4489.2504
4738,2024-06-19 15:34:11.000000000,Air Fryer C,Eletrodomésticos,1110.78,2,0.04,2132.7,Recife,Pix,3738,False,2132.6976
4742,2024-06-19 15:55:19.000000000,Calça K,Moda,355.99,3,0.15,907.77,Belo Horizonte,Boleto,3739,False,907.7745
4743,2024-06-19 16:29:16.000000000,Livro A,Livros,124.86,3,0.13,325.88,Rio De Janeiro,Boleto,3740,False,325.8846
4741,2024-06-19 17:13:55.000000000,Cadeira D,Móveis,1723.34,3,0.18,4239.42,Curitiba,Cartão de Débito,3741,False,4239.4164
4734,2024-06-19 18:57:46.000000000,Camisa U,Moda,337.22,2,0.14,580.02,Campinas,Cartão de Crédito,3742,False,580.0184
4737,2024-06-19 19:07:38.000000000,Smartphone L,Eletrônicos,2719.35,3,0.09,7423.83,Rio De Janeiro,Boleto,3743,False,7423.8255
4739,2024-06-19 19:19:02.000000000,Air Fryer F,Eletrodomésticos,1139.4,4,0.15,3873.96,Fortaleza,Cartão de Débito,3744,False,3873.96
4736,2024-06-19 21:45:07.000000000,Jaqueta P,Moda,346.61,3,0.01,1029.43,Curitiba,Cartão de Débito,3745,False,1029.4316999999999
4740,2024-06-19 22:30:39.000000000,Jaqueta P,Moda,346.61,3,0.08,956.64,Rio De Janeiro,Cartão de Débito,3746,False,956.6436
4754,2024-06-20 00:43:41.000000000,Camisa W,Moda,347.56,3,0.02,1021.83,Campinas,Cartão de Crédito,3747,False,1021.8264
4750,2024-06-20 12:58:27.000000000,Air Fryer I,Eletrodomésticos,1210.71,2,0.01,2397.21,Florianópolis,Cartão de Débito,3748,False,2397.2058
4753,2024-06-20 13:35:14.000000000,Livro J,Livros,118.5,2,0.02,232.26,Curitiba,Pix,3749,False,232.26
4752,2024-06-20 13:56:42.000000000,Monitor W,Eletrônicos,2892.83,2,0.15,4917.81,Brasília,Boleto,3750,False,4917.811
4751,2024-06-20 16:00:47.000000000,Air Fryer C,Eletrodomésticos,1110.78,2,0.04,2132.7,Goiânia,Cartão de Crédito,3751,False,2132.6976
4749,2024-06-20 17:42:08.000000000,Tênis L,Moda,340.77,1,0.04,327.14,Recife,Pix,3752,False,327.13919999999996
4748,2024-06-20 18:47:04.000000000,Smartphone P,Eletrônicos,3165.38,2,0.17,5254.53,Rio De Janeiro,Boleto,3753,False,5254.5307999999995
4747,2024-06-20 22:23:18.000000000,Monitor Q,Eletrônicos,2776.1,3,0.03,8078.45,Florianópolis,Cartão de Débito,3754,False,8078.450999999999
4767,2024-06-21 07:46:59.000000000,Camisa V,Moda,301.91,3,0.0,905.73,Salvador,Cartão de Débito,3755,False,905.73
4758,2024-06-21 07:53:34.000000000,Curso Online B,Educação,706.69,2,0.14,1215.51,Porto Alegre,Pix,3756,False,1215.5068
4757,2024-06-21 10:01:04.000000000,Air Fryer I,Eletrodomésticos,1210.71,4,0.15,4116.41,Curitiba,Pix,3757,False,4116.414
4760,2024-06-21 13:38:19.000000000,Livro J,Livros,118.5,4,0.02,464.52,Salvador,Boleto,3758,False,464.52
4759,2024-06-21 16:40:22.000000000,Livro F,Livros,123.97,3,0.12,327.28,São Paulo,Boleto,3759,False,327.2808
4764,2024-06-21 17:09:30.000000000,Livro A,Livros,124.86,1,0.2,99.89,São Paulo,Boleto,3760,False,99.888
4755,2024-06-21 17:27:13.000000000,Cadeira D,Móveis,1723.34,2,0.14,2964.14,Fortaleza,Pix,3761,False,2964.1448
4763,2024-06-21 18:03:51.000000000,Notebook Y,Eletrônicos,2957.81,3,0.18,7276.21,Fortaleza,Cartão de Crédito,3762,False,7276.212600000001
4766,2024-06-21 18:18:53.000000000,Smartphone N,Eletrônicos,2795.97,3,0.09,7633.0,São Paulo,Cartão de Crédito,3763,False,7632.9981
4756,2024-06-21 21:19:03.000000000,Cadeira D,Móveis,1723.34,4,0.11,6135.09,Goiânia,Cartão de Crédito,3764,False,6135.0904
4765,2024-06-21 21:20:02.000000000,Cafeteira L,Eletrodomésticos,1181.22,3,0.03,3437.35,Salvador,Pix,3765,False,3437.3502
4761,2024-06-21 23:09:46.000000000,Monitor Q,Eletrônicos,2776.1,1,0.18,2276.4,Recife,Pix,3766,False,2276.402
4762,2024-06-21 23:17:49.000000000,Mesa C,Móveis,1682.78,2,0.1,3029.0,Fortaleza,Boleto,3767,False,3029.004
4781,2024-06-22 07:10:09.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.12,5197.37,São Paulo,Pix,3768,False,5197.368
4768,2024-06-22 07:53:39.000000000,Cafeteira L,Eletrodomésticos,1181.22,3,0.12,3118.42,Porto Alegre,Boleto,3769,False,3118.4208
4782,2024-06-22 10:03:28.000000000,Jaqueta J,Moda,323.03,5,0.15,1372.88,Brasília,Boleto,3770,False,1372.8774999999998
4783,2024-06-22 11:10:58.000000000,Livro A,Livros,124.86,5,0.2,499.44,São Paulo,Boleto,3771,False,499.44
4771,2024-06-22 11:25:51.000000000,Air Fryer C,Eletrodomésticos,1110.78,3,0.13,2899.14,Florianópolis,Cartão de Débito,3772,False,2899.1358
4780,2024-06-22 13:33:12.000000000,Air Fryer C,Eletrodomésticos,1110.78,4,0.07,4132.1,Rio De Janeiro,Pix,3773,False,4132.1016
4773,2024-06-22 14:27:03.000000000,Livro A,Livros,124.86,4,0.01,494.45,Belo Horizonte,Cartão de Débito,3774,False,494.4456
4772,2024-06-22 15:06:06.000000000,Mesa C,Móveis,1682.78,3,0.16,4240.61,Recife,Cartão de Débito,3775,False,4240.6056
4776,2024-06-22 15:31:14.000000000,Livro F,Livros,123.97,2,0.2,198.35,Brasília,Boleto,3776,False,198.352
4775,2024-06-22 15:56:41.000000000,Monitor R,Eletrônicos,2873.03,2,0.0,5746.06,Brasília,Pix,3777,False,5746.06
4774,2024-06-22 16:15:00.000000000,Cadeira C,Móveis,1791.17,2,0.11,3188.28,Florianópolis,Cartão de Crédito,3778,False,3188.2826
4769,2024-06-22 16:37:14.000000000,Curso Online L,Educação,649.58,3,0.07,1812.33,Goiânia,Cartão de Crédito,3779,False,1812.3282000000002
4778,2024-06-22 16:52:49.000000000,Cadeira O,Móveis,1701.19,3,0.18,4184.93,Porto Alegre,Cartão de Débito,3780,False,4184.9274000000005
4770,2024-06-22 17:24:37.000000000,Mesa R,Móveis,1692.0,5,0.2,6768.0,Rio De Janeiro,Cartão de Crédito,3781,False,6768.0
4779,2024-06-22 20:33:43.000000000,Curso Online B,Educação,706.69,5,0.18,2897.43,Florianópolis,Cartão de Débito,3782,False,2897.4290000000005
4777,2024-06-22 21:41:43.000000000,Curso Online L,Educação,649.58,2,0.06,1221.21,Campinas,Cartão de Crédito,3783,False,1221.2104
4790,2024-06-23 14:15:02.000000000,Fone X,Eletrônicos,2957.24,1,0.15,2513.65,Campinas,Pix,3784,False,2513.6539999999995
4784,2024-06-23 14:21:30.000000000,Livro F,Livros,123.97,1,0.03,120.25,Belo Horizonte,Boleto,3786,False,120.2509
4786,2024-06-23 15:45:13.000000000,Cadeira O,Móveis,1701.19,5,0.2,6804.76,São Paulo,Cartão de Crédito,3787,False,6804.760000000001
4788,2024-06-23 16:35:44.000000000,Mesa F,Móveis,1613.02,5,0.06,7581.19,Rio De Janeiro,Pix,3788,False,7581.1939999999995
4787,2024-06-23 18:09:08.000000000,Air Fryer F,Eletrodomésticos,1139.4,3,0.15,2905.47,Recife,Pix,3789,False,2905.4700000000003
4785,2024-06-23 18:23:34.000000000,Air Fryer I,Eletrodomésticos,1210.71,3,0.15,3087.31,Recife,Boleto,3790,False,3087.3105
4789,2024-06-23 20:41:10.000000000,Livro J,Livros,118.5,3,0.01,351.94,Belo Horizonte,Cartão de Débito,3791,False,351.945
9484,2024-06-24 05:45:44.000000000,Fone C,Eletrônicos,1626.54,1,0.14,1398.82,Salvador,Boleto,3792,False,1398.8244
4799,2024-06-24 08:13:30.000000000,Jaqueta F,Moda,367.85,1,0.16,308.99,Recife,Boleto,3793,False,308.994
4797,2024-06-24 10:38:24.000000000,Smartphone P,Eletrônicos,3165.38,4,0.03,12281.67,Porto Alegre,Cartão de Crédito,3794,False,12281.6744
4803,2024-06-24 11:42:32.000000000,Curso Online L,Educação,649.58,5,0.1,2923.11,Goiânia,Pix,3796,False,2923.11
4800,2024-06-24 13:32:46.000000000,Cafeteira L,Eletrodomésticos,1181.22,3,0.11,3153.86,Salvador,Pix,3797,False,3153.8574
4792,2024-06-24 13:37:46.000000000,Fone X,Eletrônicos,2957.24,4,0.14,10172.91,Brasília,Boleto,3798,False,10172.905599999998
4802,2024-06-24 13:38:17.000000000,Tênis Y,Moda,341.81,2,0.11,608.42,São Paulo,Cartão de Débito,3799,False,608.4218
4796,2024-06-24 14:36:28.000000000,Notebook H,Eletrônicos,2924.86,2,0.16,4913.76,Porto Alegre,Cartão de Débito,3800,False,4913.7648
4795,2024-06-24 16:06:48.000000000,Notebook Y,Eletrônicos,2957.81,2,0.08,5442.37,São Paulo,Cartão de Débito,3801,False,5442.3704
4801,2024-06-24 18:03:03.000000000,Tênis L,Moda,340.77,2,0.15,579.31,Brasília,Cartão de Crédito,3802,False,579.309
4798,2024-06-24 18:46:52.000000000,Smartphone L,Eletrônicos,2719.35,2,0.13,4731.67,Porto Alegre,Cartão de Débito,3803,False,4731.669
4806,2024-06-25 10:03:55.000000000,Monitor R,Eletrodomésticos,2873.03,3,0.13,7498.61,Brasília,Pix,3804,False,7498.6083
4805,2024-06-25 12:19:45.000000000,Monitor W,Eletrônicos,2892.83,2,0.09,5264.95,São Paulo,Cartão de Débito,3805,False,5264.9506
4812,2024-06-25 12:48:42.000000000,Fone J,Eletrônicos,2617.74,3,0.11,6989.37,Recife,Pix,3806,False,6989.3658
4807,2024-06-25 12:53:37.000000000,Air Fryer C,Eletrodomésticos,1110.78,1,0.03,1077.46,Porto Alegre,Cartão de Crédito,3807,False,1077.4566
4814,2024-06-25 13:33:14.000000000,Monitor Q,Eletrônicos,2776.1,5,0.03,13464.08,Porto Alegre,Boleto,3808,False,13464.085
4808,2024-06-25 13:59:16.000000000,Notebook H,Eletrônicos,2924.86,2,0.01,5791.22,Porto Alegre,Cartão de Crédito,3809,False,5791.2228000000005
4804,2024-06-25 14:08:58.000000000,Mesa F,Móveis,1613.02,4,0.09,5871.39,São Paulo,Boleto,3810,False,5871.3928000000005
4809,2024-06-25 14:58:19.000000000,Cadeira O,Móveis,1701.19,1,0.09,1548.08,Fortaleza,Cartão de Débito,3811,False,1548.0829
4815,2024-06-25 16:42:19.000000000,Cadeira O,Móveis,1701.19,2,0.14,2926.05,Belo Horizonte,Boleto,3812,False,2926.0468
4816,2024-06-25 19:32:29.000000000,Mesa R,Móveis,1692.0,2,0.14,2910.24,Rio De Janeiro,Boleto,3813,False,2910.24
4811,2024-06-25 19:46:31.000000000,Curso Online L,Educação,649.58,1,0.13,565.13,Salvador,Pix,3814,False,565.1346
4810,2024-06-25 21:47:04.000000000,Notebook H,Eletrônicos,2924.86,4,0.17,9710.54,Curitiba,Cartão de Crédito,3815,False,9710.5352
4813,2024-06-25 23:52:25.000000000,Notebook Y,Eletrônicos,2957.81,3,0.17,7364.95,Brasília,Cartão de Débito,3816,False,7364.9469
4818,2024-06-26 08:04:39.000000000,Notebook Y,Eletrônicos,2957.81,1,0.15,2514.14,Rio De Janeiro,Cartão de Débito,3817,False,2514.1385
4826,2024-06-26 09:50:05.000000000,Curso Online L,Educação,649.58,5,0.04,3117.98,Porto Alegre,Boleto,3818,False,3117.984
4822,2024-06-26 09:56:56.000000000,Calça C,Moda,326.14,3,0.12,861.01,Fortaleza,Cartão de Débito,3819,False,861.0096
4825,2024-06-26 10:12:54.000000000,Air Fryer I,Eletrodomésticos,1210.71,1,0.11,1077.53,Florianópolis,Pix,3820,False,1077.5319
4827,2024-06-26 10:46:23.000000000,Fone C,Eletrônicos,1626.54,1,0.1,1463.89,Rio De Janeiro,Cartão de Débito,3821,False,1463.886
4824,2024-06-26 11:44:55.000000000,Camisa W,Moda,347.56,2,0.2,556.1,Goiânia,Pix,3822,False,556.096
4820,2024-06-26 12:01:14.000000000,Calça M,Moda,359.68,1,0.13,312.92,Goiânia,Cartão de Débito,3823,False,312.9216
4823,2024-06-26 14:44:02.000000000,Cadeira O,Móveis,1701.19,5,0.02,8335.83,Rio De Janeiro,Boleto,3824,False,8335.831
4817,2024-06-26 14:53:17.000000000,Air Fryer I,Eletrodomésticos,1210.71,3,0.2,2905.7,Rio De Janeiro,Cartão de Crédito,3825,False,2905.704
4821,2024-06-26 17:54:51.000000000,Smartphone L,Eletrônicos,2719.35,2,0.2,4350.96,Brasília,Cartão de Débito,3826,False,4350.96
4819,2024-06-26 19:25:03.000000000,Jaqueta F,Moda,367.85,5,0.0,1839.25,Goiânia,Cartão de Crédito,3827,False,1839.25
4834,2024-06-27 08:17:11.000000000,Smartphone P,Eletrônicos,3165.38,4,0.18,10382.45,Curitiba,Boleto,3829,False,10382.4464
4829,2024-06-27 10:03:30.000000000,Smartphone N,Eletrônicos,2795.97,5,0.12,12302.27,Goiânia,Pix,3830,False,12302.267999999998
4838,2024-06-27 10:14:38.000000000,Air Fryer F,Eletrodomésticos,1139.4,5,0.07,5298.21,Belo Horizonte,Boleto,3831,False,5298.21
4828,2024-06-27 11:34:07.000000000,Calça M,Moda,359.68,1,0.1,323.71,Curitiba,Cartão de Débito,3832,False,323.712
4839,2024-06-27 11:38:05.000000000,Cafeteira L,Eletrodomésticos,1181.22,4,0.06,4441.39,Fortaleza,Pix,3833,False,4441.3872
4835,2024-06-27 11:53:39.000000000,Notebook S,Eletrônicos,2936.46,5,0.04,14095.01,Florianópolis,Pix,3834,False,14095.007999999998
4836,2024-06-27 12:31:20.000000000,Camisa V,Moda,301.91,2,0.19,489.09,Goiânia,Boleto,3835,False,489.09420000000006
4833,2024-06-27 14:43:47.000000000,Camisa V,Moda,301.91,2,0.06,567.59,Brasília,Cartão de Crédito,3836,False,567.5908000000001
4831,2024-06-27 17:30:00.000000000,Air Fryer F,Eletrodomésticos,1139.4,3,0.06,3213.11,Porto Alegre,Boleto,3837,False,3213.108
4837,2024-06-27 18:01:04.000000000,Notebook H,Eletrônicos,2924.86,1,0.06,2749.37,Salvador,Cartão de Débito,3838,False,2749.3684
4832,2024-06-27 19:14:33.000000000,Monitor W,Eletrônicos,2892.83,4,0.06,10877.04,Recife,Cartão de Débito,3839,False,10877.040799999999
4851,2024-06-28 06:12:32.000000000,Cadeira O,Móveis,1701.19,2,0.07,3164.21,Florianópolis,Pix,3840,False,3164.2134
4842,2024-06-28 09:10:21.000000000,Notebook H,Eletrônicos,2924.86,3,0.03,8511.34,Brasília,Cartão de Crédito,3842,False,8511.3426
4852,2024-06-28 09:41:46.000000000,Tênis L,Moda,340.77,3,0.12,899.63,Florianópolis,Cartão de Débito,3843,False,899.6328
4841,2024-06-28 12:00:34.000000000,Camisa U,Moda,337.22,4,0.18,1106.08,Rio De Janeiro,Cartão de Débito,3844,False,1106.0816000000002
4843,2024-06-28 12:40:30.000000000,Cadeira O,Móveis,1701.19,4,0.06,6396.47,Salvador,Boleto,3845,False,6396.4744
4846,2024-06-28 12:50:20.000000000,Jaqueta P,Moda,346.61,5,0.06,1629.07,Campinas,Pix,3846,False,1629.067
4840,2024-06-28 12:50:20.000000000,Mesa F,Móveis,1613.02,3,0.03,4693.89,São Paulo,Pix,3847,False,4693.888199999999
4850,2024-06-28 14:14:22.000000000,Fone C,Eletrônicos,1626.54,2,0.2,2602.46,Recife,Pix,3848,False,2602.464
4844,2024-06-28 15:36:29.000000000,Monitor R,Eletrônicos,2873.03,4,0.19,9308.62,Curitiba,Cartão de Débito,3849,False,9308.6172
4847,2024-06-28 15:41:04.000000000,Jaqueta J,Moda,323.03,2,0.07,600.84,Fortaleza,Pix,3850,False,600.8358
4848,2024-06-28 22:14:53.000000000,Camisa V,Moda,301.91,5,0.09,1373.69,Goiânia,Pix,3851,False,1373.6905000000002
4845,2024-06-28 22:19:28.000000000,Mesa C,Móveis,1682.78,3,0.1,4543.51,Campinas,Cartão de Débito,3852,False,4543.506
4856,2024-06-29 00:17:03.000000000,Livro J,Livros,118.5,1,0.08,109.02,Porto Alegre,Pix,3853,False,109.02000000000001
4858,2024-06-29 09:23:31.000000000,Smartphone P,Eletrônicos,3165.38,5,0.12,13927.67,Curitiba,Boleto,3854,False,13927.672
4860,2024-06-29 09:41:21.000000000,Jaqueta F,Moda,367.85,3,0.09,1004.23,Rio De Janeiro,Cartão de Débito,3855,False,1004.2305000000002
4859,2024-06-29 10:11:32.000000000,Cadeira D,Móveis,1723.34,4,0.11,6135.09,Campinas,Pix,3856,False,6135.0904
4853,2024-06-29 10:34:30.000000000,Notebook Y,Eletrônicos,2957.81,1,0.07,2750.76,Porto Alegre,Cartão de Crédito,3857,False,2750.7632999999996
4861,2024-06-29 11:35:03.000000000,Jaqueta F,Moda,367.85,2,0.02,720.99,Rio De Janeiro,Pix,3858,False,720.986
4855,2024-06-29 14:55:20.000000000,Camisa W,Moda,347.56,4,0.04,1334.63,Curitiba,Boleto,3859,False,1334.6304
4854,2024-06-29 19:45:08.000000000,Jaqueta F,Moda,367.85,4,0.02,1441.97,Brasília,Boleto,3860,False,1441.972
4857,2024-06-29 20:44:51.000000000,Livro J,Livros,118.5,3,0.09,323.5,Goiânia,Pix,3861,False,323.505
4863,2024-06-30 01:57:34.000000000,Notebook S,Eletrônicos,2936.46,3,0.15,7487.97,Salvador,Pix,3862,False,7487.973000000001
4869,2024-06-30 11:39:06.000000000,Cafeteira L,Eletrodomésticos,1181.22,3,0.05,3366.48,Rio De Janeiro,Cartão de Débito,3863,False,3366.477
4871,2024-06-30 12:51:13.000000000,Jaqueta J,Moda,323.03,5,0.16,1356.73,Rio De Janeiro,Boleto,3864,False,1356.7259999999999
4864,2024-06-30 13:01:52.000000000,Fone J,Eletrônicos,2617.74,2,0.01,5183.13,Goiânia,Cartão de Débito,3865,False,5183.1251999999995
4870,2024-06-30 13:02:08.000000000,Mesa C,Móveis,1682.78,5,0.09,7656.65,Belo Horizonte,Cartão de Débito,3866,False,7656.649
4873,2024-06-30 13:46:52.000000000,Cafeteira L,Eletrodomésticos,1181.22,4,0.1,4252.39,Florianópolis,Boleto,3868,False,4252.392
9484,2024-06-30 14:06:14.000000000,Curso Online B,Educação,706.69,3,0.07,1971.67,Goiânia,Boleto,3869,False,1971.6651
4862,2024-06-30 14:42:09.000000000,Calça M,Moda,359.68,2,0.13,625.84,Curitiba,Cartão de Crédito,3870,False,625.8432
4868,2024-06-30 15:20:22.000000000,Livro A,Livros,124.86,4,0.12,439.51,Belo Horizonte,Cartão de Débito,3871,False,439.5072
4866,2024-06-30 16:08:51.000000000,Mesa R,Móveis,1692.0,1,0.05,1607.4,Salvador,Boleto,3872,False,1607.3999999999999
4872,2024-06-30 17:02:04.000000000,Mesa F,Móveis,1613.02,2,0.18,2645.35,Campinas,Pix,3873,False,2645.3528
4886,2024-07-01 08:38:37.000000000,Curso Online O,Educação,731.98,2,0.09,1332.2,Recife,Cartão de Crédito,3874,False,1332.2036
4884,2024-07-01 09:41:24.000000000,Calça M,Moda,359.68,5,0.01,1780.42,Florianópolis,Pix,3875,False,1780.4160000000002
4877,2024-07-01 09:46:24.000000000,Monitor W,Eletrônicos,2892.83,3,0.0,8678.49,Campinas,Boleto,3876,False,8678.49
4890,2024-07-01 11:53:04.000000000,Jaqueta P,Moda,346.61,1,0.08,318.88,Curitiba,Cartão de Crédito,3877,False,318.88120000000004
4883,2024-07-01 13:15:18.000000000,Notebook Y,Educação,2957.81,1,0.01,2928.23,Florianópolis,Cartão de Crédito,3878,False,2928.2318999999998
4882,2024-07-01 13:34:05.000000000,Calça M,Moda,359.68,3,0.08,992.72,Brasília,Cartão de Crédito,3879,False,992.7168
4880,2024-07-01 13:48:01.000000000,Camisa V,Moda,301.91,3,0.17,751.76,Salvador,Cartão de Crédito,3880,False,751.7559
4874,2024-07-01 14:02:05.000000000,Curso Online O,Educação,731.98,5,0.06,3440.31,Florianópolis,Cartão de Débito,3881,False,3440.306
4885,2024-07-01 14:30:01.000000000,Mesa C,Móveis,1682.78,2,0.02,3298.25,Recife,Boleto,3882,False,3298.2488
4889,2024-07-01 15:13:45.000000000,Livro A,Livros,124.86,2,0.01,247.22,Recife,Cartão de Débito,3883,False,247.2228
4879,2024-07-01 15:32:15.000000000,Livro J,Livros,118.5,4,0.02,464.52,Rio De Janeiro,Pix,3884,False,464.52
4887,2024-07-01 17:57:39.000000000,Monitor Q,Eletrônicos,2776.1,3,0.13,7245.62,Florianópolis,Cartão de Crédito,3885,False,7245.620999999999
4875,2024-07-01 18:25:48.000000000,Curso Online L,Educação,649.58,5,0.05,3085.5,Porto Alegre,Cartão de Débito,3886,False,3085.505
4881,2024-07-01 19:12:28.000000000,Tênis L,Moda,340.77,4,0.1,1226.77,Porto Alegre,Cartão de Débito,3887,False,1226.772
4878,2024-07-01 19:42:22.000000000,Camisa V,Moda,301.91,2,0.04,579.67,São Paulo,Cartão de Crédito,3888,False,579.6672
4876,2024-07-01 22:14:48.000000000,Smartphone P,Eletrônicos,3165.38,2,0.1,5697.68,Fortaleza,Cartão de Crédito,3889,False,5697.684
4888,2024-07-01 23:16:24.000000000,Curso Online O,Educação,731.98,1,0.02,717.34,Recife,Cartão de Débito,3890,False,717.3404
4894,2024-07-02 06:04:53.000000000,Mesa F,Móveis,1613.02,1,0.03,1564.63,Campinas,Boleto,3891,False,1564.6294
4903,2024-07-02 11:11:08.000000000,Air Fryer C,Eletrodomésticos,1110.78,1,0.04,1066.35,Recife,Boleto,3892,False,1066.3488
4896,2024-07-02 11:20:25.000000000,Notebook S,Eletrônicos,2936.46,1,0.12,2584.08,Campinas,Cartão de Crédito,3893,False,2584.0848
4901,2024-07-02 11:35:07.000000000,Jaqueta P,Moda,346.61,5,0.13,1507.75,Curitiba,Cartão de Crédito,3894,False,1507.7535000000003
4892,2024-07-02 11:39:55.000000000,Tênis Y,Moda,341.81,3,0.2,820.34,Goiânia,Cartão de Débito,3895,False,820.344
4904,2024-07-02 12:29:13.000000000,Calça M,Moda,359.68,3,0.01,1068.25,Porto Alegre,Pix,3897,False,1068.2495999999999
9484,2024-07-02 13:16:28.000000000,Notebook S,Eletrônicos,2936.46,4,0.15,9983.96,São Paulo,Boleto,3898,False,9983.964
4899,2024-07-02 14:01:54.000000000,Livro F,Livros,123.97,5,0.12,545.47,Salvador,Cartão de Crédito,3899,False,545.4680000000001
4898,2024-07-02 14:14:25.000000000,Monitor Q,Roupas,2776.1,4,0.03,10771.27,Belo Horizonte,Cartão de Débito,3900,False,10771.268
4900,2024-07-02 14:15:02.000000000,Cadeira O,Móveis,1701.19,1,0.06,1599.12,São Paulo,Pix,3901,False,1599.1186
4891,2024-07-02 15:19:37.000000000,Camisa V,Moda,301.91,1,0.1,271.72,Curitiba,Boleto,3902,False,271.71900000000005
4895,2024-07-02 17:28:27.000000000,Camisa U,Moda,337.22,1,0.08,310.24,Porto Alegre,Pix,3903,False,310.24240000000003
4893,2024-07-02 17:33:00.000000000,Monitor R,Eletrônicos,2873.03,3,0.09,7843.37,Rio De Janeiro,Cartão de Crédito,3904,False,7843.3719
4902,2024-07-02 21:40:06.000000000,Cadeira O,Móveis,1701.19,3,0.01,5052.53,São Paulo,Pix,3905,False,5052.534299999999
4912,2024-07-03 08:27:10.000000000,Camisa V,Moda,301.91,5,0.02,1479.36,Belo Horizonte,Pix,3906,False,1479.3590000000002
4917,2024-07-03 10:27:36.000000000,Cadeira D,Móveis,1723.34,2,0.02,3377.75,Porto Alegre,Cartão de Crédito,3907,False,3377.7464
4916,2024-07-03 12:01:34.000000000,Smartphone P,Eletrônicos,3165.38,2,0.08,5824.3,Rio De Janeiro,Pix,3908,False,5824.2992
4915,2024-07-03 12:06:16.000000000,Fone X,Eletrônicos,2957.24,3,0.01,8783.0,Belo Horizonte,Boleto,3909,False,8783.002799999998
4907,2024-07-03 12:44:46.000000000,Air Fryer F,Eletrodomésticos,1139.4,5,0.14,4899.42,São Paulo,Cartão de Crédito,3910,False,4899.42
4909,2024-07-03 14:52:37.000000000,Camisa V,Moda,301.91,1,0.12,265.68,Porto Alegre,Pix,3912,False,265.68080000000003
4910,2024-07-03 17:13:53.000000000,Monitor Q,Eletrônicos,2776.1,2,0.16,4663.85,Porto Alegre,Pix,3913,False,4663.848
4906,2024-07-03 18:46:56.000000000,Curso Online L,Educação,649.58,3,0.1,1753.87,São Paulo,Pix,3914,False,1753.8660000000002
4911,2024-07-03 19:22:53.000000000,Smartphone N,Eletrônicos,2795.97,1,0.03,2712.09,Rio De Janeiro,Cartão de Débito,3915,False,2712.0908999999997
4913,2024-07-03 20:39:56.000000000,Fone X,Eletrônicos,2957.24,2,0.2,4731.58,Rio De Janeiro,Pix,3916,False,4731.584
4908,2024-07-03 22:43:31.000000000,Livro F,Livros,123.97,4,0.0,495.88,Belo Horizonte,Boleto,3917,False,495.88
4920,2024-07-04 09:17:17.000000000,Smartphone L,Eletrônicos,2719.35,1,0.11,2420.22,São Paulo,Boleto,3918,False,2420.2215
4923,2024-07-04 09:26:45.000000000,Fone C,Eletrônicos,1626.54,3,0.19,3952.49,Curitiba,Boleto,3919,False,3952.4922
4919,2024-07-04 10:19:41.000000000,Air Fryer F,Eletrodomésticos,1139.4,2,0.06,2142.07,Florianópolis,Cartão de Crédito,3920,False,2142.072
4925,2024-07-04 10:47:48.000000000,Notebook Y,Eletrônicos,2957.81,2,0.07,5501.53,Brasília,Cartão de Débito,3921,False,5501.526599999999
4926,2024-07-04 12:27:26.000000000,Camisa W,Moda,347.56,1,0.04,333.66,Recife,Boleto,3922,False,333.6576
4922,2024-07-04 15:31:15.000000000,Jaqueta J,Moda,323.03,2,0.14,555.61,São Paulo,Pix,3923,False,555.6116
4921,2024-07-04 16:37:42.000000000,Tênis E,Moda,338.84,3,0.2,813.22,Rio De Janeiro,Boleto,3924,False,813.216
4924,2024-07-04 18:48:57.000000000,Livro J,Livros,118.5,1,0.18,97.17,Belo Horizonte,Cartão de Crédito,3925,False,97.17
4918,2024-07-04 19:18:04.000000000,Smartphone P,Eletrônicos,3165.38,5,0.01,15668.63,Belo Horizonte,Pix,3926,False,15668.631000000001
4927,2024-07-05 08:13:48.000000000,Jaqueta P,Moda,346.61,5,0.05,1646.4,Porto Alegre,Pix,3927,False,1646.3975
4933,2024-07-05 10:21:30.000000000,Notebook Y,Eletrônicos,2957.81,2,0.14,5087.43,Porto Alegre,Pix,3928,False,5087.4331999999995
4935,2024-07-05 11:32:11.000000000,Calça K,Moda,355.99,3,0.17,886.42,Fortaleza,Cartão de Débito,3929,False,886.4150999999999
4928,2024-07-05 12:53:26.000000000,Smartphone L,Eletrônicos,2719.35,3,0.1,7342.24,São Paulo,Cartão de Débito,3930,False,7342.245
4929,2024-07-05 13:10:11.000000000,Jaqueta F,Moda,367.85,1,0.06,345.78,Curitiba,Cartão de Débito,3931,False,345.779
4934,2024-07-05 14:48:57.000000000,Camisa W,Moda,347.56,1,0.19,281.52,Salvador,Boleto,3932,False,281.52360000000004
4936,2024-07-05 14:58:06.000000000,Livro A,Livros,124.86,4,0.0,499.44,Brasília,Cartão de Crédito,3933,False,499.44
