ID da Venda,Data da Venda,Produto,Categoria,Preço Unitário,Quantidade Vendida,Desconto,Valor Total,Localização,Forma de Pagamento,id_registro,flag_quantidade_invalida
2430,2023-12-14 00:02:52.915276852,Livro G,Livros,60.0,3,0.04,172.8,Rio De Janeiro,Cartão de Débito,1430,False
2431,2023-12-14 05:52:33.302201468,Smartphone A,Eletrônicos,1200.0,1,0.05,1140.0,Salvador,Cartão de Crédito,1431,False
2432,2023-12-14 11:42:13.689126084,Calça E,Roupas,120.0,3,0.14,309.6,Rio De Janeiro,Cartão de Crédito,1432,False
2433,2023-12-14 17:31:54.076050700,Tênis F,Roupas,250.0,3,0.01,742.5,Rio De Janeiro,Cartão de Débito,1433,False
2434,2023-12-14 23:21:34.462975316,Camisa D,Roupas,80.0,5,0.05,380.0,Belo Horizonte,Cartão de Crédito,1434,False
2435,2023-12-15 05:11:14.849899932,Camisa D,Roupas,80.0,1,0.14,68.8,Rio De Janeiro,Pix,1435,False
2436,2023-12-15 11:00:55.236824548,Notebook B,Eletrônicos,3500.0,4,0.0,14000.0,São Paulo,Pix,1436,False
2437,2023-12-15 16:50:35.623749164,Tênis F,Roupas,250.0,4,0.02,980.0,Rio De Janeiro,Cartão de Crédito,1437,False
2438,2023-12-15 22:40:16.010673780,Calça E,Roupas,120.0,4,0.06,451.2,Salvador,Cartão de Débito,1438,False
2439,2023-12-16 04:29:56.397598396,Curso Online H,Educação,500.0,3,0.06,1410.0,Rio De Janeiro,Boleto,1439,False
2440,2023-12-16 10:19:36.784523016,Fone C,Eletrônicos,1626.54,1,0.03,1577.74,Belo Horizonte,Cartão de Crédito,1440,False
2441,2023-12-16 16:09:17.171447632,Smartphone A,Eletrônicos,1200.0,3,0.09,3276.0,Salvador,Pix,1441,False
2442,2023-12-16 21:58:57.558372248,Notebook B,Eletrônicos,3500.0,3,0.03,10185.0,Curitiba,Cartão de Crédito,1442,False
2443,2023-12-17 03:48:37.945296864,Camisa D,Roupas,80.0,2,0.03,155.2,Belo Horizonte,Cartão de Débito,1443,False
2444,2023-12-17 09:38:18.332221480,Fone C,Eletrônicos,1626.54,1,0.08,1496.42,Belo Horizonte,Pix,1444,False
2445,2023-12-17 15:27:58.719146096,Fone C,Eletrônicos,1626.54,1,0.05,1545.21,Salvador,Cartão de Débito,1445,False
2446,2023-12-17 21:17:39.106070712,Smartphone A,Eletrônicos,1200.0,2,0.03,2328.0,Salvador,Cartão de Débito,1446,False
2447,2023-12-18 03:07:19.492995328,Curso Online H,Educação,500.0,1,0.1,450.0,Salvador,Boleto,1447,False
2448,2023-12-18 08:56:59.879919944,Curso Online H,Educação,500.0,3,0.04,1440.0,Belo Horizonte,Pix,1448,False
2449,2023-12-18 14:46:40.266844560,Tênis F,Roupas,250.0,2,0.02,490.0,Rio De Janeiro,Pix,1449,False
2450,2023-12-18 20:36:20.653769180,Camisa D,Roupas,80.0,4,0.04,307.2,São Paulo,Cartão de Débito,1450,False
2451,2023-12-19 02:26:01.040693796,Curso Online H,Educação,500.0,2,0.06,940.0,Rio De Janeiro,Cartão de Débito,1451,False
2452,2023-12-19 08:15:41.427618412,Calça E,Roupas,120.0,2,0.01,237.6,Salvador,Pix,1452,False
2453,2023-12-19 14:05:21.814543028,Curso Online H,Educação,500.0,7,0.07,3255.0,Curitiba,Boleto,1453,False
2454,2023-12-19 19:55:02.201467644,Fone C,Eletrônicos,1626.54,4,0.05,6180.85,Rio De Janeiro,Pix,1454,False
2455,2023-12-20 01:44:42.588392260,Smartphone A,Eletrônicos,1200.0,2,0.04,2304.0,Rio De Janeiro,Pix,1455,False
2456,2023-12-20 07:34:22.975316876,Calça E,Roupas,120.0,2,0.09,218.4,São Paulo,Cartão de Crédito,1456,False
2457,2023-12-20 13:24:03.362241492,Tênis F,Roupas,250.0,5,0.03,1212.5,Rio De Janeiro,Pix,1457,False
2458,2023-12-20 19:13:43.749166108,Camisa D,Eletrônicos,80.0,4,0.06,300.8,Belo Horizonte,Pix,1458,False
2459,2023-12-21 01:03:24.136090728,Tênis F,Roupas,250.0,1,0.05,237.5,Rio De Janeiro,Pix,1459,False
2460,2023-12-21 06:53:04.523015344,Fone C,Eletrônicos,1626.54,1,0.01,1610.27,São Paulo,Cartão de Crédito,1460,False
2461,2023-12-21 12:42:44.909939960,Calça E,Roupas,120.0,4,0.12,422.4,Rio De Janeiro,Boleto,1461,False
2462,2023-12-21 18:32:25.296864576,Calça E,Roupas,120.0,4,0.01,475.2,São Paulo,Cartão de Crédito,1462,False
2463,2023-12-22 00:22:05.683789192,Calça E,Roupas,120.0,5,0.1,540.0,Salvador,Cartão de Crédito,1463,False
2464,2023-12-22 06:11:46.070713808,Fone C,Eletrônicos,1626.54,3,0.13,4245.27,Rio De Janeiro,Pix,1464,False
2465,2023-12-22 12:01:26.457638424,Fone C,Eletrônicos,1626.54,2,0.05,3090.43,Salvador,Pix,1465,False
2466,2023-12-22 17:51:06.844563040,Tênis F,Roupas,250.0,5,0.07,1162.5,São Paulo,Cartão de Crédito,1466,False
2467,2023-12-22 23:40:47.231487656,Notebook B,Eletrônicos,3500.0,3,0.03,10185.0,São Paulo,Pix,1467,False
2468,2023-12-23 05:30:27.618412272,Tênis F,Roupas,250.0,2,0.05,475.0,Belo Horizonte,Cartão de Crédito,1468,False
2469,2023-12-23 11:20:08.005336892,Camisa D,Roupas,80.0,3,0.03,232.8,Curitiba,Cartão de Crédito,1469,False
2470,2023-12-23 17:09:48.392261508,Smartphone A,Eletrônicos,1200.0,3,0.01,3564.0,Rio De Janeiro,Cartão de Crédito,1470,False
2471,2023-12-23 22:59:28.779186124,Calça E,Roupas,120.0,3,0.08,331.2,São Paulo,Pix,1471,False
2472,2023-12-24 04:49:09.166110740,Notebook B,Eletrônicos,3500.0,2,0.06,6580.0,São Paulo,Cartão de Crédito,1472,False
2473,2023-12-24 10:38:49.553035356,Smartphone A,Eletrônicos,1200.0,1,0.05,1140.0,Belo Horizonte,Cartão de Crédito,1473,False
2474,2023-12-24 16:28:29.939959972,Notebook B,Eletrônicos,3500.0,4,0.03,13580.0,São Paulo,Pix,1474,False
2475,2023-12-24 22:18:10.326884588,Curso Online H,Educação,500.0,5,0.06,2350.0,São Paulo,Cartão de Crédito,1475,False
2476,2023-12-25 04:07:50.713809204,Curso Online H,Educação,500.0,7,0.08,3220.0,Belo Horizonte,Pix,1476,False
2477,2023-12-25 09:57:31.100733820,Livro G,Livros,60.0,5,0.09,273.0,São Paulo,Pix,1477,False
2478,2023-12-25 15:47:11.487658436,Curso Online H,Educação,500.0,3,0.1,1350.0,São Paulo,Pix,1478,False
2479,2023-12-25 21:36:51.874583056,Tênis F,Roupas,250.0,2,0.02,490.0,São Paulo,Cartão de Crédito,1479,False
2480,2023-12-26 03:26:32.261507672,Curso Online H,Educação,500.0,5,0.09,2275.0,Salvador,Cartão de Débito,1480,False
2481,2023-12-26 09:16:12.648432288,Fone C,Eletrônicos,1626.54,3,0.04,4684.44,Rio De Janeiro,Pix,1481,False
2482,2023-12-26 15:05:53.035356904,Calça E,Roupas,120.0,4,0.1,432.0,Salvador,Cartão de Crédito,1482,False
2483,2023-12-26 20:55:33.422281520,Tênis F,Roupas,250.0,3,0.04,720.0,São Paulo,Cartão de Crédito,1483,False
2484,2023-12-27 02:45:13.809206136,Smartphone A,Eletrônicos,1200.0,4,0.02,4704.0,Curitiba,Cartão de Débito,1484,False
2485,2023-12-27 08:34:54.196130752,Livro G,Livros,60.0,1,0.03,58.2,São Paulo,Cartão de Crédito,1485,False
2486,2023-12-27 14:24:34.583055368,Livro G,Livros,60.0,3,0.1,162.0,Rio De Janeiro,Boleto,1486,False
2487,2023-12-27 20:14:14.969979984,Livro G,Livros,60.0,3,0.02,176.4,Curitiba,Pix,1487,False
2488,2023-12-28 02:03:55.356904600,Smartphone A,Eletrônicos,1200.0,3,0.01,3564.0,Curitiba,Cartão de Crédito,1488,False
2489,2023-12-28 07:53:35.743829220,Smartphone A,Eletrônicos,1200.0,4,0.12,4224.0,Curitiba,Cartão de Crédito,1489,False
2490,2023-12-28 13:43:16.130753836,Smartphone A,Eletrônicos,1200.0,3,0.02,3528.0,Curitiba,Boleto,1490,False
2491,2023-12-28 19:32:56.517678452,Smartphone A,Eletrônicos,1200.0,3,0.11,3204.0,São Paulo,Cartão de Crédito,1491,False
2492,2023-12-29 01:22:36.904603068,Livro G,Livros,60.0,4,0.1,216.0,Rio De Janeiro,Pix,1492,False
2493,2023-12-29 07:12:17.291527684,Livro G,Livros,60.0,6,0.02,352.8,Rio De Janeiro,Cartão de Crédito,1493,False
2494,2023-12-29 13:01:57.678452300,Notebook B,Eletrônicos,3500.0,4,0.06,13160.0,Curitiba,Pix,1494,False
2495,2023-12-29 18:51:38.065376916,Tênis F,Roupas,250.0,1,0.05,237.5,São Paulo,Pix,1495,False
2496,2023-12-30 00:41:18.452301532,Calça E,Roupas,120.0,3,0.05,342.0,Salvador,Cartão de Crédito,1496,False
2497,2023-12-30 06:30:58.839226148,Curso Online H,Educação,500.0,4,0.19,1620.0,Rio De Janeiro,Cartão de Crédito,1497,False
2498,2023-12-30 12:20:39.226150768,Curso Online H,Educação,500.0,3,0.09,1365.0,Belo Horizonte,Cartão de Débito,1498,False
2499,2023-12-30 18:10:19.613075384,Fone C,Eletrônicos,1626.54,4,0.03,6310.98,São Paulo,Boleto,1499,False
2500,2023-12-31 00:00:00.000000000,Livro G,Livros,60.0,3,0.11,160.2,Rio De Janeiro,Cartão de Crédito,1500,False
2512,2024-01-01 01:29:40.000000000,Cafeteira M,Eletrodomésticos,1122.24,1,0.19,909.01,Curitiba,Boleto,1501,False
2502,2024-01-01 07:41:04.000000000,Camisa V,Moda,301.91,3,0.2,724.58,Rio De Janeiro,Cartão de Crédito,1502,False
2503,2024-01-01 11:22:58.000000000,Jaqueta F,Moda,367.85,1,0.13,320.03,Belo Horizonte,Boleto,1503,False
2505,2024-01-01 11:31:18.000000000,Cafeteira L,Eletrodomésticos,1181.22,1,0.19,956.79,Goiânia,Boleto,1504,False
2508,2024-01-01 12:30:32.000000000,Jaqueta J,Moda,323.03,1,0.01,319.8,Goiânia,Cartão de Débito,1505,False
2515,2024-01-01 13:08:22.000000000,Calça K,Moda,355.99,1,0.0,355.99,Goiânia,Pix,1506,False
2509,2024-01-01 13:52:38.000000000,Air Fryer I,Eletrodomésticos,1210.71,5,0.15,5145.52,Salvador,Pix,1507,False
2510,2024-01-01 14:34:53.000000000,Cafeteira M,Eletrodomésticos,1122.24,5,0.2,4488.96,São Paulo,Pix,1508,False
2513,2024-01-01 14:50:29.000000000,Fone X,Eletrônicos,2957.24,5,0.19,11976.82,Goiânia,Boleto,1509,False
2507,2024-01-01 14:55:31.000000000,Curso Online O,Educação,731.98,2,0.15,1244.37,Goiânia,Cartão de Débito,1510,False
2511,2024-01-01 15:42:50.000000000,Curso Online B,Educação,706.69,1,0.01,699.62,Recife,Pix,1511,False
2516,2024-01-01 18:00:01.000000000,Monitor W,Eletrônicos,2892.83,5,0.04,13885.58,Florianópolis,Cartão de Débito,1512,False
2514,2024-01-01 18:10:58.000000000,Cadeira D,Móveis,1723.34,1,0.1,1551.01,Florianópolis,Cartão de Débito,1513,False
2501,2024-01-01 19:50:35.000000000,Monitor R,Eletrônicos,2873.03,4,0.02,11262.28,Florianópolis,Pix,1514,False
2506,2024-01-01 21:11:40.000000000,Tênis Y,Moda,341.81,4,0.0,1367.24,Recife,Cartão de Crédito,1515,False
2504,2024-01-01 21:23:24.000000000,Jaqueta P,Moda,346.61,5,0.14,1490.42,Curitiba,Cartão de Débito,1516,False
2524,2024-01-02 07:52:19.000000000,Calça M,Moda,359.68,3,0.0,1079.04,Belo Horizonte,Cartão de Débito,1517,False
2528,2024-01-02 08:26:10.000000000,Calça M,Moda,359.68,4,0.02,1409.95,Campinas,Boleto,1518,False
2521,2024-01-02 12:06:10.000000000,Calça K,Moda,355.99,5,0.05,1690.95,Belo Horizonte,Cartão de Crédito,1519,False
2517,2024-01-02 12:06:41.000000000,Mesa R,Móveis,1692.0,4,0.16,5685.12,Recife,Boleto,1520,False
2520,2024-01-02 13:46:37.000000000,Cafeteira J,Eletrodomésticos,1092.74,4,0.01,4327.25,Porto Alegre,Pix,1521,False
2518,2024-01-02 14:37:34.000000000,Monitor Q,Eletrônicos,2776.1,4,0.0,11104.4,Salvador,Cartão de Débito,1522,False
2526,2024-01-02 14:53:03.000000000,Mesa F,Móveis,1613.02,3,0.03,4693.89,Brasília,Cartão de Crédito,1523,False
2522,2024-01-02 15:12:18.000000000,Smartphone L,Eletrônicos,2719.35,4,0.13,9463.34,Goiânia,Cartão de Débito,1524,False
2527,2024-01-02 15:20:17.000000000,Tênis Y,Moda,341.81,4,0.11,1216.84,Fortaleza,Cartão de Débito,1525,False
2525,2024-01-02 15:37:11.000000000,Fone C,Eletrônicos,1626.54,3,0.19,3952.49,São Paulo,Pix,1526,False
2519,2024-01-02 15:38:42.000000000,Calça K,Moda,355.99,3,0.14,918.45,Brasília,Cartão de Crédito,1527,False
2530,2024-01-02 15:43:18.000000000,Calça K,Moda,355.99,5,0.0,1779.95,Recife,Cartão de Crédito,1528,False
2523,2024-01-02 18:07:39.000000000,Air Fryer I,Eletrodomésticos,1210.71,4,0.03,4697.55,Florianópolis,Cartão de Crédito,1529,False
2529,2024-01-02 19:10:21.000000000,Smartphone L,Eletrônicos,2719.35,1,0.19,2202.67,Recife,Pix,1530,False
2532,2024-01-03 03:49:05.000000000,Cadeira D,Móveis,1723.34,4,0.19,5583.62,Brasília,Cartão de Crédito,1531,False
2535,2024-01-03 06:39:30.000000000,Curso Online B,Educação,706.69,3,0.2,1696.06,Rio De Janeiro,Boleto,1532,False
2531,2024-01-03 09:51:40.000000000,Cadeira O,Móveis,1701.19,2,0.07,3164.21,Belo Horizonte,Cartão de Crédito,1533,False
2533,2024-01-03 10:09:54.000000000,Jaqueta P,Moda,346.61,3,0.2,831.86,Fortaleza,Boleto,1534,False
2538,2024-01-03 13:43:26.000000000,Cafeteira J,Eletrodomésticos,1092.74,1,0.2,874.19,Brasília,Cartão de Débito,1535,False
2534,2024-01-03 13:52:09.000000000,Camisa W,Moda,347.56,4,0.04,1334.63,Fortaleza,Pix,1536,False
2537,2024-01-03 15:09:53.000000000,Notebook S,Eletrônicos,2936.46,4,0.09,10688.71,Goiânia,Pix,1537,False
2536,2024-01-03 16:20:11.000000000,Monitor Q,Eletrônicos,2776.1,4,0.05,10549.18,Goiânia,Pix,1538,False
2546,2024-01-04 06:04:56.000000000,Calça K,Moda,355.99,2,0.07,662.14,Florianópolis,Cartão de Crédito,1539,False
2543,2024-01-04 07:06:31.000000000,Tênis Y,Moda,341.81,1,0.18,280.28,Curitiba,Cartão de Crédito,1540,False
2548,2024-01-04 08:54:03.000000000,Calça C,Moda,326.14,2,0.07,606.62,Florianópolis,Boleto,1541,False
2551,2024-01-04 10:31:43.000000000,Cadeira D,Móveis,1723.34,2,0.19,2791.81,Rio De Janeiro,Boleto,1542,False
2550,2024-01-04 11:06:27.000000000,Curso Online B,Educação,706.69,1,0.18,579.49,Florianópolis,Cartão de Débito,1543,False
2541,2024-01-04 12:16:37.000000000,Curso Online O,Educação,731.98,2,0.03,1420.04,Recife,Cartão de Crédito,1544,False
9484,2024-01-04 12:43:19.000000000,Curso Online O,Educação,731.98,2,0.04,1405.4,Brasília,Boleto,1545,False
2552,2024-01-04 13:16:32.000000000,Camisa U,Moda,337.22,5,0.16,1416.32,Goiânia,Boleto,1546,False
9484,2024-01-04 13:19:53.000000000,Smartphone N,Eletrônicos,2795.97,1,0.01,2768.01,Fortaleza,Cartão de Débito,1547,False
2539,2024-01-04 13:52:02.000000000,Curso Online O,Educação,731.98,3,0.01,2173.98,Campinas,Boleto,1548,False
2540,2024-01-04 14:50:52.000000000,Curso Online B,Educação,706.69,0,0.11,2515.82,Campinas,Cartão de Débito,1549,True
2542,2024-01-04 17:02:25.000000000,Curso Online L,Educação,649.58,2,0.03,1260.19,São Paulo,Pix,1550,False
2547,2024-01-04 17:55:00.000000000,Curso Online B,Educação,706.69,1,0.05,671.36,Salvador,Cartão de Crédito,1551,False
2545,2024-01-04 18:44:20.000000000,Smartphone N,Eletrônicos,2795.97,2,0.05,5312.34,Brasília,Boleto,1552,False
2549,2024-01-04 21:03:01.000000000,Calça C,Moda,326.14,5,0.01,1614.39,Florianópolis,Cartão de Crédito,1553,False
2555,2024-01-05 00:37:48.000000000,Livro J,Livros,118.5,5,0.13,515.48,Campinas,Cartão de Crédito,1554,False
2565,2024-01-05 06:37:38.000000000,Smartphone N,Eletrônicos,2795.97,3,0.16,7045.84,Belo Horizonte,Pix,1555,False
2561,2024-01-05 07:27:28.000000000,Cadeira C,Móveis,1791.17,-1,0.01,3546.52,Campinas,Boleto,1556,True
2560,2024-01-05 08:18:40.000000000,Livro J,Livros,118.5,1,0.11,105.46,Curitiba,Cartão de Crédito,1557,False
2567,2024-01-05 11:08:46.000000000,Cadeira O,Móveis,1701.19,1,0.19,1377.96,Campinas,Cartão de Débito,1558,False
2562,2024-01-05 11:52:48.000000000,Smartphone P,Eletrônicos,3165.38,5,0.08,14560.75,Fortaleza,Cartão de Débito,1559,False
2554,2024-01-05 14:55:22.000000000,Smartphone P,Eletrônicos,3165.38,1,0.07,2943.8,Rio De Janeiro,Cartão de Crédito,1560,False
2556,2024-01-05 15:27:33.000000000,Livro F,Livros,123.97,1,0.04,119.01,Belo Horizonte,Pix,1561,False
2558,2024-01-05 15:41:20.000000000,Cadeira D,Móveis,1723.34,1,0.18,1413.14,Salvador,Boleto,1562,False
2566,2024-01-05 17:35:17.000000000,Air Fryer C,Eletrodomésticos,1110.78,5,0.17,4609.74,Brasília,Cartão de Crédito,1563,False
2559,2024-01-05 18:16:05.000000000,Mesa F,Móveis,1613.02,5,0.18,6613.38,Campinas,Cartão de Débito,1564,False
2557,2024-01-05 18:32:27.000000000,Camisa W,Moda,347.56,4,0.12,1223.41,Florianópolis,Boleto,1565,False
2568,2024-01-05 20:55:12.000000000,Cadeira O,Móveis,1701.19,3,0.17,4235.96,Recife,Boleto,1566,False
2564,2024-01-05 23:06:28.000000000,Jaqueta P,Moda,346.61,4,0.19,1123.02,Florianópolis,Cartão de Débito,1567,False
2563,2024-01-05 23:47:35.000000000,Tênis L,Moda,340.77,2,0.15,579.31,Rio De Janeiro,Cartão de Crédito,1568,False
2569,2024-01-06 09:46:09.000000000,Camisa V,Moda,301.91,2,0.05,573.63,Curitiba,Boleto,1569,False
2570,2024-01-06 10:24:34.000000000,Mesa R,Móveis,1692.0,4,0.06,6361.92,Curitiba,Cartão de Débito,1570,False
2576,2024-01-06 10:29:06.000000000,Smartphone N,Eletrônicos,2795.97,4,0.11,9953.65,Curitiba,Cartão de Débito,1571,False
2574,2024-01-06 10:36:05.000000000,Jaqueta J,Moda,323.03,3,0.15,823.73,São Paulo,Cartão de Crédito,1572,False
2571,2024-01-06 14:33:23.000000000,Camisa V,Moda,301.91,5,0.02,1479.36,Brasília,Pix,1573,False
2573,2024-01-06 14:43:02.000000000,Camisa V,Moda,301.91,2,0.2,483.06,Recife,Cartão de Crédito,1574,False
2572,2024-01-06 15:40:19.000000000,Cadeira O,Móveis,1701.19,2,0.13,2960.07,Campinas,Cartão de Débito,1575,False
2575,2024-01-06 21:19:18.000000000,Calça C,Moda,326.14,1,0.19,264.17,Recife,Pix,1576,False
2587,2024-01-07 08:12:44.000000000,Smartphone L,Eletrônicos,2719.35,5,0.14,11693.2,Brasília,Cartão de Débito,1577,False
2585,2024-01-07 12:29:55.000000000,Livro A,Livros,124.86,4,0.2,399.55,Rio De Janeiro,Cartão de Débito,1578,False
2578,2024-01-07 15:17:37.000000000,Tênis Y,Moda,341.81,3,0.0,1025.43,Porto Alegre,Cartão de Crédito,1579,False
2581,2024-01-07 15:45:02.000000000,Calça C,Moda,326.14,3,0.02,958.85,Fortaleza,Pix,1580,False
2584,2024-01-07 16:28:13.000000000,Fone C,Eletrônicos,1626.54,3,0.18,4001.29,São Paulo,Cartão de Crédito,1581,False
2586,2024-01-07 17:21:24.000000000,Cafeteira L,Eletrodomésticos,1181.22,5,0.03,5728.92,Fortaleza,Cartão de Crédito,1582,False
2583,2024-01-07 17:36:20.000000000,Notebook Y,Eletrônicos,2957.81,2,0.01,5856.46,Salvador,Cartão de Crédito,1583,False
2588,2026-01-15 10:00:00.000000000,Smartphone L,Eletrônicos,2719.35,5,0.18,11149.34,São Paulo,Boleto,1584,False
2582,2024-01-07 18:44:11.000000000,Cafeteira L,Eletrodomésticos,1181.22,4,0.03,4583.13,Salvador,Boleto,1585,False
2579,2024-01-07 19:43:39.000000000,Notebook H,Eletrônicos,2924.86,5,0.14,12576.9,Curitiba,Boleto,1586,False
2577,2024-01-07 20:50:27.000000000,Jaqueta J,Moda,323.03,3,0.18,794.65,Rio De Janeiro,Boleto,1587,False
2580,2024-01-07 21:01:53.000000000,Cadeira O,Móveis,1701.19,5,0.14,7315.12,Belo Horizonte,Cartão de Crédito,1588,False
2600,2024-01-08 09:40:20.000000000,Mesa F,Móveis,1613.02,2,0.09,2935.7,Salvador,Cartão de Crédito,1589,False
2596,2024-01-08 11:51:05.000000000,Air Fryer C,Eletrodomésticos,1110.78,1,0.04,1066.35,Goiânia,Cartão de Crédito,1590,False
2589,2024-01-08 11:56:17.000000000,Cadeira C,Móveis,1791.17,1,0.2,1432.94,Brasília,Cartão de Crédito,1591,False
2601,2024-01-08 13:51:18.000000000,Livro F,Livros,123.97,3,0.07,345.88,Brasília,Pix,1592,False
2597,2024-01-08 14:19:48.000000000,Calça M,Moda,359.68,1,0.06,338.1,São Paulo,Cartão de Débito,1593,False
2599,2024-01-08 15:08:40.000000000,Camisa U,Moda,337.22,5,0.18,1382.6,Salvador,Cartão de Débito,1594,False
2591,2024-01-08 15:32:55.000000000,Notebook H,Eletrônicos,2924.86,5,0.01,14478.06,Brasília,Cartão de Crédito,1595,False
2593,2024-01-08 16:03:49.000000000,Calça M,Moda,359.68,2,0.16,604.26,Porto Alegre,Pix,1596,False
2602,2024-01-08 16:11:51.000000000,Fone J,Eletrônicos,2617.74,3,0.02,7696.16,Belo Horizonte,Boleto,1597,False
2603,2024-01-08 16:33:02.000000000,Fone C,Eletrônicos,1626.54,3,0.0,4879.62,Brasília,Cartão de Débito,1598,False
2594,2024-01-08 16:40:24.000000000,Notebook S,Eletrônicos,2936.46,3,0.13,7664.16,Rio De Janeiro,Pix,1599,False
2590,2024-01-08 17:06:20.000000000,Camisa V,Moda,301.91,3,0.2,724.58,Goiânia,Boleto,1600,False
2595,2024-01-08 17:41:02.000000000,Cafeteira L,Eletrodomésticos,1181.22,4,0.04,4535.88,Curitiba,Pix,1601,False
2598,2024-01-08 18:15:36.000000000,Mesa C,Móveis,1682.78,5,0.11,7488.37,São Paulo,Cartão de Débito,1602,False
2592,2024-01-08 19:34:13.000000000,Cadeira C,Móveis,1791.17,5,0.0,8955.85,Brasília,Cartão de Débito,1603,False
2616,2024-01-09 04:19:59.000000000,Jaqueta F,Moda,367.85,5,0.2,1471.4,Curitiba,Cartão de Crédito,1604,False
2611,2024-01-09 06:09:17.000000000,Jaqueta J,Moda,323.03,2,0.18,529.77,Florianópolis,Pix,1605,False
2614,2024-01-09 08:18:56.000000000,Monitor W,Eletrônicos,2892.83,3,0.06,8157.78,Rio De Janeiro,Pix,1606,False
2607,2024-01-09 08:50:55.000000000,Curso Online B,Educação,706.69,5,0.06,3321.44,Curitiba,Pix,1607,False
2612,2024-01-09 09:11:22.000000000,Air Fryer I,Eletrodomésticos,1210.71,1,0.08,1113.85,Fortaleza,Boleto,1608,False
2609,2024-01-09 11:17:54.000000000,Smartphone N,Eletrônicos,2795.97,1,0.15,2376.57,Porto Alegre,Cartão de Débito,1609,False
2610,2024-01-09 12:11:45.000000000,Tênis Y,Moda,341.81,1,0.07,317.88,Campinas,Cartão de Crédito,1610,False
2604,2024-01-09 12:21:31.000000000,Fone J,Eletrônicos,2617.74,2,0.18,4293.09,São Paulo,Cartão de Crédito,1611,False
2618,2024-01-09 12:33:23.000000000,Calça C,Moda,326.14,4,0.1,1174.1,Salvador,Cartão de Débito,1612,False
2621,2024-01-09 13:06:30.000000000,Smartphone L,Eletrônicos,2719.35,3,0.13,7097.5,Belo Horizonte,Pix,1613,False
2606,2024-01-09 13:07:52.000000000,Camisa V,Moda,301.91,1,0.11,268.7,Recife,Cartão de Crédito,1614,False
2608,2024-01-09 14:14:12.000000000,Smartphone P,Eletrônicos,3165.38,2,0.15,5381.15,Salvador,Pix,1615,False
2615,2024-01-09 14:39:34.000000000,Mesa F,Móveis,1613.02,2,0.03,3129.26,Salvador,Pix,1616,False
2617,2024-01-09 16:09:58.000000000,Camisa U,Moda,337.22,3,0.16,849.79,Campinas,Cartão de Crédito,1617,False
2619,2024-01-09 16:41:55.000000000,Cadeira D,Móveis,1723.34,4,0.09,6272.96,Porto Alegre,Cartão de Débito,1618,False
2620,2024-01-09 20:52:55.000000000,Camisa V,Moda,301.91,4,0.17,1002.34,Brasília,Cartão de Crédito,1619,False
2605,2024-01-09 21:19:57.000000000,Jaqueta F,Moda,367.85,4,0.05,1397.83,Rio De Janeiro,Boleto,1620,False
2613,2024-01-09 23:11:10.000000000,Tênis E,Moda,338.84,3,0.12,894.54,Fortaleza,Pix,1621,False
2634,2024-01-10 06:17:21.000000000,Monitor W,Eletrônicos,2892.83,3,0.02,8504.92,Brasília,Cartão de Crédito,1622,False
2631,2024-01-10 08:52:16.000000000,Monitor R,Eletrônicos,2873.03,4,0.01,11377.2,São Paulo,Cartão de Débito,1623,False
2630,2024-01-10 09:30:53.000000000,Fone X,Eletrônicos,2957.24,5,0.06,13899.03,Fortaleza,Pix,1624,False
2627,2024-01-10 10:40:41.000000000,Smartphone P,Eletrônicos,3165.38,6,0.0,6330.76,Goiânia,Boleto,1625,False
2626,2024-01-10 11:46:32.000000000,Notebook Y,Eletrônicos,2957.81,1,0.19,2395.83,Brasília,Pix,1626,False
2622,2024-01-10 13:50:08.000000000,Fone X,Eletrônicos,2957.24,3,0.12,7807.11,Fortaleza,Boleto,1627,False
2632,2024-01-10 14:38:45.000000000,Jaqueta J,Moda,323.03,4,0.2,1033.7,Belo Horizonte,Boleto,1628,False
2625,2026-01-15 10:00:00.000000000,Curso Online B,Educação,706.69,4,0.18,2317.94,Recife,Cartão de Débito,1629,False
2623,2024-01-10 16:10:44.000000000,Monitor R,Eletrônicos,2873.03,2,0.12,5056.53,Brasília,Boleto,1630,False
2636,2024-01-10 16:35:36.000000000,Smartphone L,Eletrônicos,2719.35,1,0.13,2365.83,São Paulo,Boleto,1631,False
2635,2024-01-10 17:55:21.000000000,Tênis E,Moda,338.84,5,0.16,1423.13,São Paulo,Cartão de Crédito,1632,False
2629,2024-01-10 18:35:44.000000000,Curso Online L,Educação,649.58,2,0.2,1039.33,Florianópolis,Cartão de Débito,1633,False
2624,2024-01-10 18:36:54.000000000,Mesa F,Móveis,1613.02,5,0.14,6935.99,Fortaleza,Cartão de Crédito,1634,False
2628,2024-01-10 20:19:24.000000000,Air Fryer F,Eletrodomésticos,1139.4,5,0.07,5298.21,Curitiba,Cartão de Crédito,1635,False
2633,2024-01-10 23:17:04.000000000,Camisa V,Moda,301.91,5,0.18,1237.83,Brasília,Pix,1636,False
2644,2024-01-11 10:48:25.000000000,Camisa V,Moda,301.91,4,0.02,1183.49,São Paulo,Boleto,1637,False
2646,2024-01-11 11:12:59.000000000,Mesa C,Móveis,1682.78,-1,0.04,8077.34,Rio De Janeiro,Cartão de Crédito,1638,True
